timestamp,zone_temp,outdoor_temp,fan_power,chiller_power,pump_power,hvac_power,cooling_rate,heating_rate,cooling_setpoint,heating_setpoint
0.75,17.345633490168073,-9.575,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
1.0,17.16918738206991,-12.2,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
1.25,17.007290605313155,-12.075,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
1.5,17.190916409416825,-11.95,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
1.75,16.988882713226815,-11.825,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
2.0,17.000158527338154,-11.7,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
2.25,16.80364137096997,-11.549999999999999,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
2.5,16.991718204180884,-11.399999999999999,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
2.75,16.780295524504165,-11.25,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
3.0,16.5672787043903,-11.1,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
3.25,16.462724190675942,-11.1,376.37784942167525,0.0,0.0,0.0,0.0,0.0,,
3.5,16.499065753065445,-11.1,376.37784942167525,0.0,0.0,0.0,0.0,24.143005671912796,,
3.75,16.405198975318932,-11.1,376.37784942167525,0.0,0.0,0.0,0.0,72.76933403078745,,
4.0,16.303791222794082,-11.1,376.37784942167525,0.0,0.0,0.0,0.0,118.45060611237774,,
4.25,16.236020807616953,-10.975,376.37784942167525,0.0,0.0,0.0,0.0,162.03574100538458,,
4.5,16.192113445914206,-10.85,376.37784942167525,0.0,0.0,0.0,0.0,202.78948652622984,,
4.333333333333333,16.192113445914206,-10.85,376.37784942167525,0.0,0.0,0.0,0.0,240.91462122893492,,
4.416666666666666,16.192113445914206,-10.85,376.37784942167525,0.0,0.0,0.0,0.0,241.05273325455536,,
4.5,16.192113445914206,-10.85,376.37784942167525,0.0,0.0,0.0,0.0,269.4034174705592,,
4.75,16.992947690886577,-10.725,376.37784942167525,0.0,0.0,0.0,0.0,278.4525492566157,,
5.0,16.69635382498655,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,276.07719325866043,,
4.875,16.69635382498655,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,300.76314529912014,,
5.0,16.69635382498655,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,300.6642584714403,,
5.25,16.383964900356617,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,326.6761877393692,,
5.5,16.49214795272968,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,336.2925899033296,,
5.75,16.339229430640884,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,363.65596538372324,,
6.0,16.187433860102434,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,388.519690662103,,
6.25,16.11652081396463,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,412.5956127122811,,
6.041666666666667,16.11652081396463,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,2875.8374675067193,,
6.083333333333334,16.11652081396463,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,3197.5706968092068,,
6.125,16.11652081396463,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,3326.693831043886,,
6.166666666666667,16.11652081396463,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,3328.425303749081,,
6.208333333333334,16.11652081396463,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,3325.5914968930056,,
6.25,16.11652081396463,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,3323.937889785242,,
6.5,16.50851145628858,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,3321.37977816255,,
6.291666666666667,16.50851145628858,-10.6,376.37784942167525,0.0,0.0,0.0,0.0,3320.359426041566,,
